Word,meanings,image_file_path,image_url
flamboyant,flamboyants,"images\flamboyant_406_0.jpg,images\flamboyant_406_1.jpg,images\flamboyant_406_2.jpg","http://www.wordinfo.info/words/images/flamboyant-1.jpg,http://www.wordinfo.info/words/images/flamboyant-2.jpg,http://www.wordinfo.info/words/images/flamboyant-3.jpg"
flaunting,"flaunt
flaunt
so you can see more of Mickey Bach's cartoons.",images\flaunting_407_0.jpg,http://www.wordinfo.info/words/images/flaunt-1.jpg
flax,,,
fleet,,,
flop,"flip
2. To toss in the air, imparting a spin; to turn over: You could see him
flip
flip-flop
2. A backward flip of the body: Everyone saw Jeremy do a
flip-flop
3. An electronic circuit or mechanical device that has two stable states and can be switched between the two: An early computer used a
flip-flop
flip-flop
flippant",,
florid,"2. Having an unhealthily glowing pink or red complexion: ""Ceri's face was florid or tinged with red after being out in the sun so long.""
floride
floridus
flos
florid
floridus
flor?re
florid",,
flout,,images\flout_412_0.jpg,http://www.wordinfo.info/words/images/flout-1.jpg
fluke,"fluke
2. Something surprising or unexpected that happens by accident: By a total
fluke
3. Part of an anchor, barb on a harpoon or arrow; part of a whale's tail: The
fluke
4. A flatfish; especially, a flounder: The fishermen were delighted with their catch of
flukes
so you can see more of Mickey Bach's cartoons.",images\fluke_413_0.jpg,http://www.wordinfo.info/words/images/fluke-1.jpg
fluster,"fluster
frustrate",,
foil,"4. Etymology: ""thin sheet of metal"" from early 14th century; from Old French
fueille
folia
folium",images\foil_415_0.jpg,http://www.wordinfo.info/words/images/foil-1.jpg
toment,,,
foolproof,2. So well thought out that failure is thought to be impossible.,,
forbear,,,
ordcarnce,,,
torensic,,,
forerunner,,,
forfeit,,,
forge,Latin:,,
forgery,"forgery
so you can see more of Mickey Bach's cartoons.",images\forgery_424_0.jpg,http://www.wordinfo.info/words/images/forgery-1.jpg
fixate,"fixating
2. To bond oneself to an individual in an emotionally disturbed way: Ever since Larry was a little boy, he has not gone anywhere without his mother being
fixated
3. To be totally obsessed or preoccupied with somebody or something: Frank wants to be the best pianist ever, so he is
fixating",,
forte,"fort
forte
2. Something that a person is particularly good at: She said that cooking was not really her
forte","images\forte_426_0.jpg,images\forte_426_1.jpg","http://www.wordinfo.info/words/images/forte-1.jpg,http://www.wordinfo.info/words/images/forte-2.jpg"
forthright,"forthright
so you can see more of Mickey Bach's cartoons.",images\forthright_427_0.jpg,http://www.wordinfo.info/words/images/forthright-1.jpg
foster,,,
fragile,"fragile
2. Relating to anyone or anything that is unlikely to withstand any severe stresses and strains: David and Karon decided not to have any children because they both had
fragile
3. Pertaining to a person's weak bodily condition; usually, as a result of an illness: After Bob's operation and having spent many weeks in rehab, he was very
fragile
so you can see more of Mickey Bach's cartoons.",images\fragile_429_0.jpg,http://www.wordinfo.info/words/images/fragile-1.jpg
frantic,,,
fraternal,2. A reference to or organization of males sharing the same objectives or purposes.,,
fraudulent,"2. Characterized by, constituting, or gained by fraud; such as, fraudulent business practices.
3. Etymology: Middle English, from Old French, from Latin
fraudulentus
fraus, fraud",,
fray,,,
frenzied,"frenzied
so you can see more of Mickey Bach's cartoons.",images\frenzied_434_0.jpg,http://www.wordinfo.info/words/images/frenzied-1.jpg
fret,,,
frolicsome,,,
frugal,"frugal
frugal
frugal
frugal
frugal
frugal
frugalis, frugi
frux, fruges
fructus


so you can see more of Mickey Bach's cartoons.","images\frugal_437_0.jpg,images\frugal_437_1.jpg,images\frugal_437_2.jpg","http://www.wordinfo.info/words/images/frugal-1.jpg,http://www.wordinfo.info/words/images/frugal-2.jpg,http://www.wordinfo.info/words/images/frugal-3.jpg"
futile,"futile
2. Lacking serious value, substance, or a sense of responsibility: Efforts to convince some stubborn people that they should eat healthier food and lose weight is a
futile
3. Trifling and frivolous; idle: Any
futile
futile
futile
futilis
fundere
so you can see more of Mickey Bach's cartoons.",images\futile_438_0.jpg,http://www.wordinfo.info/words/images/futile-1.jpg
gala,,,
gale,,,
gallant,,,
gallivant,,,
galvanise,,,
gambot,,,
gamut,"gambit
2. A stratagem, or ploy, especially one used at an initial stage: The football coach outlined a new
gambit
3. A remark intended to open a conversation: As his opening
gambit
gamut",images\gamut_445_0.jpg,http://www.wordinfo.info/words/images/gamut-1.jpg
gape,"gap
2. A wide disparity or difference in attitudes or opinions: The generation
gap
gape",images\gape_446_0.jpg,http://www.wordinfo.info/words/images/gape-1.jpg
fringe,,,
garish,,,
garent,,,
garnish,,,
gasket,"casket
gasket",,
dusp,,,
gawk,,,
gawky,,,
generic,,,
genteel,,,
gentry,,,
gesticulate,"gesticulated
so you can see more of Mickey Bach's cartoons.",images\gesticulate_458_0.jpg,http://www.wordinfo.info/words/images/gesticulate-1.jpg
gibe,"gibe
jibe
2. To be in agreement: Sam's position on the issues does not seem to
jibe
jive",,
gild,"gild
2. To give an often deceptively attractive or improved appearance to something: In order to sell his house quickly, the owner decided to
gild
guild",,
girth,"abdominal girth
2. The measurement of the distance around the abdomen at a specific point, usually at the level of the belly button or navel: Measuring
abdominal girth",,
gist,"gist
gist
legalese
cest action gist
gist en
jaceo, jacere
jacet
so you can see more of Mickey Bach's cartoons.",images\gist_462_0.jpg,http://www.wordinfo.info/words/images/gist-1.jpg
qleam,,,
glib,"glib
glib
glib
3. Etymology: from Middle Low German
glibberich
glib
so you can see more of Mickey Bach's cartoons.",images\glib_464_0.jpg,http://www.wordinfo.info/words/images/glib-1.jpg
gllmmer,,,
gloss,"2. A brief explanatory note or translation of a difficult or technical expression which is usually inserted in the margin or between lines of a text or manuscript or a collection of such notes.
3. An extensive commentary, often accompanying a text or publication.
4. A purposefully misleading interpretation or explanation; to give a false interpretation to something.",,
gnarled,,,
anav,,,
goad,"goad
2. Anything that urges, or forces, people to respond: The threat of some kind of legal action is a strong
goad",images\goad_469_0.jpg,http://www.wordinfo.info/words/images/goad-1.jpg
gorge,"gorge
2. To devour greedily: These people who lived in the jungle were always seen to
gorge
gorge
2. A narrow pass; especially, one that goes between mountains: The train was traveling parallel to the
gorge",,
ouge,,,
gavt,,,
gravel,,,
graze,,,
grieyou,,,
grimace,"grimace



so you can see more of Mickey Bach's cartoons.","images\grimace_476_0.jpg,images\grimace_476_1.jpg,images\grimace_476_2.jpg","http://www.wordinfo.info/words/images/grimace-1.jpg,http://www.wordinfo.info/words/images/grimace-2.jpg,http://www.wordinfo.info/words/images/grimace-3.jpg"
grit,,,
grovel,"grovel
so you can see more of Mickey Bach's cartoons.",images\grovel_478_0.jpg,http://www.wordinfo.info/words/images/grovel-1.jpg
grueling,"grueling
so you can see more of Mickey Bach's cartoons.",images\grueling_479_0.jpg,http://www.wordinfo.info/words/images/grueling-1.jpg
grumpy,"grumpier
so you can see more of Mickey Bach's cartoons.",images\grumpy_480_0.jpg,http://www.wordinfo.info/words/images/grumpy-1.jpg
guild,"gild
2. To give an often deceptively attractive or improved appearance to something: In order to sell his house quickly, the owner decided to
gild
guild",,
guise,"guise
2. A mode of dress; a garb: Janet asked, ""Hey, Jerome, what
guise
guys
2. Ropes, cords, or cables used for steadying, guiding, or holding: The sailors used several
guys",,
gullible,"gullible
gullible
so you can see more of Mickey Bach's cartoons.",images\gullible_483_0.jpg,http://www.wordinfo.info/words/images/gullible-1.jpg
gush,,,
hack,"hack
2. To make a path by cutting plants: Each of the hikers used a machete to
hack
3. To secretly get access to the files on a computer or network in order to get information, to cause damage, etc.: Those guys were trying to
hack
hack
hack
2. A writer who hastily or routinely produces a lot of work without much quality just so he or she can make some money without regard for accuracy or consequences to others: Charles was obviously a
hack
hack
hack",,
hardihood,,,
harmonious,"2. Forming a pleasingly consistent whole; congruous: ""The room had such harmonious colors in its decor.""
3. Exhibiting accord in feelings or actions.
4. Having component elements pleasingly or appropriately combined.
5. Pleasant to the ear; tuneful; melodious.",,
haughty,"haughty
haughty",,
heady,,,
heed,"heed
2. Serious attention paid to someone or to something; such as, a warning, a piece of advice, or a request: Sam didn't listen to the
heed
3. Etymology: Old English
hedan
hodjan",,
heinous,"heinous
2. Grossly wicked or reprehensible; abominable: The shooter of the students committed a
heinous
3. Etymology: from Old French
haineus
haineux
haine
hair
so you can see more of Mickey Bach's cartoons.",images\heinous_491_0.jpg,http://www.wordinfo.info/words/images/heinous-1.jpg
hematology,,,
hereditary,,,
heresy,"hearsay
heresy
2. An opinion or belief that is held contrary to generally accepted standards or practices: In a household of people who love cats, it is almost
heresy",images\heresy_494_0.jpg,http://www.wordinfo.info/words/images/heresy-1.jpg
gust,2. Personal taste or inclination for someone or something; a liking for.,,
gyrate,,,
hermaphrodite,"Hermaphrodites
2. Etymology: through Middle English,
hermofrodite
hermaphroditus
hermaphroditos
Hermaphroditos",,
heterog,,,
naous,,,
hibernate,"hibernates
hibernate
hibernate
hibernate",images\hibernate_500_0.jpg,http://www.wordinfo.info/words/images/hibernate-2.jpg
highbrow,,,
hinder,"prevent
prevent
hinder",,
hinterland,,,
hirsute,"hirsute
so you can see more of Mickey Bach's cartoons.",images\hirsute_504_0.jpg,http://www.wordinfo.info/words/images/hirsute-1.jpg
hoax,"hoax
hoaxes
2. Something that has been established or accepted by fraudulent means: The bomb threat was thought to be a
hoax
3. A person who is the subject of a playful joke: Adele was the victim of a cruel
hoax",images\hoax_505_0.jpg,http://www.wordinfo.info/words/images/hoax-1.jpg
hobnob,,,
homicide,"2. One who kills a human being; a man-slayer; in earlier use often a murderer.
3. Anyone who kills another person.",,
hone,"home
home
home
hone
hone",,
hoodwink,,,
hospitable,"hospitable
so you can see more of Mickey Bach's cartoons.",images\hospitable_510_0.jpg,http://www.wordinfo.info/words/images/hospitable-1.jpg
hush,,,
husk,,,
hypocrisy,"hypocrisy
2. The practice of engaging in the same behavior or activity for which one criticizes another person to have: All the dentist said was empty talk or
hypocrisy

so you can see more of Mickey Bach's cartoons.","images\hypocrisy_513_0.jpg,images\hypocrisy_513_1.jpg","http://www.wordinfo.info/words/images/hypocrisy-1.jpg,http://www.wordinfo.info/words/images/hypocrisy-2.jpg"
